ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
218591_s_at	1.01e-02	4.93e-03	5.4611812	NOL10	nucleolar protein 10
203376_at	1.01e-02	4.93e-03	5.4611538	CDC40	cell division cycle 40
204085_s_at	1.01e-02	4.93e-03	5.4611455	CLN5	ceroid-lipofuscinosis, neuronal 5
202313_at	1.01e-02	4.93e-03	5.4610797	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha
202292_x_at	1.01e-02	4.93e-03	5.4603197	LYPLA2	lysophospholipase II
201217_x_at	1.01e-02	4.94e-03	5.460125	SNORD83B///SNORD139///RPL3	small nucleolar RNA, C/D box 83B///small nucleolar RNA, C/D box 139///ribosomal protein L3
213983_s_at	1.01e-02	4.94e-03	5.4596431	PDS5A	PDS5 cohesin associated factor A
218951_s_at	1.01e-02	4.94e-03	5.4593754	PLCXD1	phosphatidylinositol specific phospholipase C X domain containing 1
205399_at	1.01e-02	4.95e-03	5.4580875	DCLK1	doublecortin like kinase 1
216202_s_at	1.01e-02	4.95e-03	5.4578342	SPTLC2	serine palmitoyltransferase long chain base subunit 2
202034_x_at	1.01e-02	4.96e-03	5.4557438	RB1CC1	RB1 inducible coiled-coil 1
212145_at	1.01e-02	4.96e-03	5.4554436	MRPS27	mitochondrial ribosomal protein S27
216411_s_at	1.01e-02	4.96e-03	5.4551646	GALK2	galactokinase 2
217246_s_at	1.01e-02	4.96e-03	5.4549804	DIAPH2	diaphanous related formin 2
204896_s_at	1.01e-02	4.96e-03	5.4548097	PTGER4	prostaglandin E receptor 4
213372_at	1.01e-02	4.96e-03	5.4546497	PAQR3	progestin and adipoQ receptor family member 3
216937_s_at	1.01e-02	4.97e-03	5.4533909	RS1	retinoschisin 1
220585_at	1.02e-02	4.97e-03	5.4520069	HKDC1	hexokinase domain containing 1
215612_at	1.02e-02	4.98e-03	5.45162		
200040_at	1.02e-02	4.98e-03	5.4511485	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1
215759_at	1.02e-02	4.98e-03	5.450225	ANKRD53	ankyrin repeat domain 53
215419_at	1.02e-02	4.99e-03	5.4493582	ZFR2	zinc finger RNA binding protein 2
201980_s_at	1.02e-02	4.99e-03	5.4487443	RSU1	Ras suppressor protein 1
52975_at	1.02e-02	4.99e-03	5.4480749	MVB12B	multivesicular body subunit 12B
210186_s_at	1.02e-02	4.99e-03	5.4476941	LOC101929368///FKBP1A	uncharacterized LOC101929368///FK506 binding protein 1A
206311_s_at	1.02e-02	5.00e-03	5.4475312	PLA2G1B	phospholipase A2 group IB
218444_at	1.02e-02	5.00e-03	5.4466185	ALG12	ALG12, alpha-1,6-mannosyltransferase
211929_at	1.02e-02	5.01e-03	5.4449673	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3
206753_at	1.02e-02	5.01e-03	5.444483	RDH16	retinol dehydrogenase 16 (all-trans)
213726_x_at	1.02e-02	5.01e-03	5.4443191	TUBB4B	tubulin beta 4B class IVb
218034_at	1.02e-02	5.02e-03	5.4433009	FIS1	fission, mitochondrial 1
212231_at	1.02e-02	5.02e-03	5.4432845	FBXO21	F-box protein 21
221942_s_at	1.02e-02	5.02e-03	5.4432687	GUCY1A3	guanylate cyclase 1 soluble subunit alpha
211432_s_at	1.02e-02	5.02e-03	5.4427852	TYRO3	TYRO3 protein tyrosine kinase
208792_s_at	1.02e-02	5.02e-03	5.4418753	CLU	clusterin
206457_s_at	1.02e-02	5.02e-03	5.4417378	DIO1	deiodinase, iodothyronine type I
215635_at	1.02e-02	5.02e-03	5.4416295		
218831_s_at	1.02e-02	5.02e-03	5.4414159	FCGRT	Fc fragment of IgG receptor and transporter
210154_at	1.02e-02	5.03e-03	5.4411106	ME2	malic enzyme 2
201057_s_at	1.02e-02	5.03e-03	5.4410165	GOLGB1	golgin B1
200907_s_at	1.02e-02	5.03e-03	5.4409795	PALLD	palladin, cytoskeletal associated protein
214309_s_at	1.02e-02	5.03e-03	5.4405602		
214682_at	1.03e-02	5.03e-03	5.4402091	PKD1P1	polycystin 1, transient receptor potential channel interacting pseudogene 1
205539_at	1.03e-02	5.03e-03	5.4401283	AVIL	advillin
209337_at	1.03e-02	5.03e-03	5.439713	PSIP1	PC4 and SFRS1 interacting protein 1
218042_at	1.03e-02	5.03e-03	5.4396274	COPS4	COP9 signalosome subunit 4
209660_at	1.03e-02	5.04e-03	5.439041	TTR	transthyretin
211372_s_at	1.03e-02	5.04e-03	5.4383489	IL1R2	interleukin 1 receptor type 2
212922_s_at	1.03e-02	5.04e-03	5.4377568	SMYD2	SET and MYND domain containing 2
204060_s_at	1.03e-02	5.04e-03	5.4372559	PRKY///PRKX	protein kinase, Y-linked, pseudogene///protein kinase, X-linked
218626_at	1.03e-02	5.05e-03	5.4367131	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1
219883_at	1.03e-02	5.05e-03	5.4356797	TEX40	testis expressed 40
205333_s_at	1.03e-02	5.05e-03	5.4352602	RCE1	Ras converting CAAX endopeptidase 1
209043_at	1.03e-02	5.05e-03	5.4352225	PAPSS1	3'-phosphoadenosine 5'-phosphosulfate synthase 1
218457_s_at	1.03e-02	5.06e-03	5.4348072	DNMT3A	DNA methyltransferase 3 alpha
204777_s_at	1.03e-02	5.06e-03	5.434802	MAL	mal, T-cell differentiation protein
216992_s_at	1.03e-02	5.06e-03	5.4334587	GRM8	glutamate metabotropic receptor 8
209232_s_at	1.03e-02	5.07e-03	5.4325776	DCTN5	dynactin subunit 5
200741_s_at	1.03e-02	5.07e-03	5.4324023	RPS27	ribosomal protein S27
220445_s_at	1.03e-02	5.07e-03	5.4323659	CSAG2///CSAG3	CSAG family member 2///CSAG family member 3
200806_s_at	1.03e-02	5.07e-03	5.4323643	HSPD1	heat shock protein family D (Hsp60) member 1
216394_x_at	1.03e-02	5.07e-03	5.4312347		
213134_x_at	1.03e-02	5.08e-03	5.4300741	BTG3	BTG anti-proliferation factor 3
212875_s_at	1.03e-02	5.08e-03	5.4300488	C2CD2	C2 calcium dependent domain containing 2
202694_at	1.03e-02	5.08e-03	5.4297503	STK17A	serine/threonine kinase 17a
210138_at	1.03e-02	5.08e-03	5.4297114	RGS20	regulator of G-protein signaling 20
213303_x_at	1.03e-02	5.08e-03	5.4295185	ZBTB7A	zinc finger and BTB domain containing 7A
209112_at	1.03e-02	5.09e-03	5.4284038	CDKN1B	cyclin dependent kinase inhibitor 1B
203934_at	1.03e-02	5.09e-03	5.4283197	KDR	kinase insert domain receptor
214790_at	1.03e-02	5.09e-03	5.4280113	SENP6	SUMO1/sentrin specific peptidase 6
204358_s_at	1.03e-02	5.09e-03	5.4277036	LOC100506718///FLRT2	uncharacterized LOC100506718///fibronectin leucine rich transmembrane protein 2
200056_s_at	1.04e-02	5.09e-03	5.427	C1D	C1D nuclear receptor corepressor
203985_at	1.04e-02	5.09e-03	5.4268248	ZNF212	zinc finger protein 212
209299_x_at	1.04e-02	5.10e-03	5.4263291	PPIL2	peptidylprolyl isomerase like 2
216515_x_at	1.04e-02	5.10e-03	5.4253994	MIR1244-3	microRNA 1244-3
210276_s_at	1.04e-02	5.10e-03	5.4250826	NOL12///TRIOBP	nucleolar protein 12///TRIO and F-actin binding protein
204883_s_at	1.04e-02	5.10e-03	5.4247243	HUS1	HUS1 checkpoint clamp component
212180_at	1.04e-02	5.11e-03	5.4240396	CRKL	CRK like proto-oncogene, adaptor protein
218919_at	1.04e-02	5.11e-03	5.4236592	ZFAND1	zinc finger AN1-type containing 1
203706_s_at	1.04e-02	5.11e-03	5.4233154	FZD7	frizzled class receptor 7
207852_at	1.04e-02	5.11e-03	5.4231621	CXCL5	C-X-C motif chemokine ligand 5
221232_s_at	1.04e-02	5.11e-03	5.423118	ANKRD2	ankyrin repeat domain 2
218419_s_at	1.04e-02	5.11e-03	5.4230996	TMUB2	transmembrane and ubiquitin like domain containing 2
211046_at	1.04e-02	5.11e-03	5.4227513	KCNH6	potassium voltage-gated channel subfamily H member 6
214816_x_at	1.04e-02	5.12e-03	5.42166	FAAP24	Fanconi anemia core complex associated protein 24
208666_s_at	1.04e-02	5.12e-03	5.4213384	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
220210_at	1.04e-02	5.12e-03	5.420668	CHRNA10	cholinergic receptor nicotinic alpha 10 subunit
214103_s_at	1.04e-02	5.13e-03	5.4194198	RAP2A	RAP2A, member of RAS oncogene family
211259_s_at	1.04e-02	5.13e-03	5.4192546	BMP7	bone morphogenetic protein 7
207397_s_at	1.04e-02	5.13e-03	5.4189253	HOXD13	homeobox D13
215955_x_at	1.04e-02	5.13e-03	5.4188986	ARHGAP26	Rho GTPase activating protein 26
220544_at	1.04e-02	5.13e-03	5.4184569	TSKS	testis specific serine kinase substrate
211954_s_at	1.04e-02	5.14e-03	5.4181197	IPO5	importin 5
219499_at	1.04e-02	5.14e-03	5.4178271	SEC61A2	Sec61 translocon alpha 2 subunit
215643_at	1.04e-02	5.14e-03	5.4171279	SEMA3D	semaphorin 3D
213061_s_at	1.04e-02	5.14e-03	5.4170656	NTAN1	N-terminal asparagine amidase
213781_at	1.04e-02	5.14e-03	5.4170005	PPP1R37	protein phosphatase 1 regulatory subunit 37
221720_s_at	1.04e-02	5.14e-03	5.4168879		
214206_at	1.04e-02	5.14e-03	5.4168441	PPIL6	peptidylprolyl isomerase like 6
222180_at	1.04e-02	5.14e-03	5.4165526		
221633_at	1.04e-02	5.14e-03	5.4165107	NCAPH2	non-SMC condensin II complex subunit H2
214595_at	1.04e-02	5.15e-03	5.4158558	KCNG1	potassium voltage-gated channel modifier subfamily G member 1
200596_s_at	1.04e-02	5.15e-03	5.4155527	EIF3A	eukaryotic translation initiation factor 3 subunit A
212173_at	1.05e-02	5.16e-03	5.4135074	AK2	adenylate kinase 2
217690_at	1.05e-02	5.16e-03	5.4131055	ENOSF1	enolase superfamily member 1
213454_at	1.05e-02	5.16e-03	5.4123565	APITD1-CORT///APITD1	APITD1-CORT readthrough///apoptosis-inducing, TAF9-like domain 1
203488_at	1.05e-02	5.17e-03	5.4121579	ADGRL1	adhesion G protein-coupled receptor L1
219057_at	1.05e-02	5.17e-03	5.4116435	RABEP2	rabaptin, RAB GTPase binding effector protein 2
211974_x_at	1.05e-02	5.17e-03	5.4108315	RBPJ	recombination signal binding protein for immunoglobulin kappa J region
216065_at	1.05e-02	5.18e-03	5.4096083	B3GALT4	beta-1,3-galactosyltransferase 4
214515_at	1.05e-02	5.18e-03	5.4092407	OR1E1	olfactory receptor family 1 subfamily E member 1
212065_s_at	1.05e-02	5.18e-03	5.4090074	USP34	ubiquitin specific peptidase 34
208568_at	1.05e-02	5.18e-03	5.4090067	MC2R	melanocortin 2 receptor
211815_s_at	1.05e-02	5.18e-03	5.408872	GGA3	golgi associated, gamma adaptin ear containing, ARF binding protein 3
213878_at	1.05e-02	5.19e-03	5.4072908	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1
214867_at	1.05e-02	5.19e-03	5.4063566	ZSWIM8-AS1///NDST2	ZSWIM8 antisense RNA 1///N-deacetylase and N-sulfotransferase 2
210711_at	1.05e-02	5.19e-03	5.4061256	LINC00260	long intergenic non-protein coding RNA 260
211864_s_at	1.05e-02	5.20e-03	5.4056012	MYOF	myoferlin
202786_at	1.05e-02	5.21e-03	5.4031674	STK39	serine/threonine kinase 39
216324_at	1.06e-02	5.22e-03	5.4018218		
219259_at	1.06e-02	5.22e-03	5.401023	SEMA4A	semaphorin 4A
220805_at	1.06e-02	5.22e-03	5.4002209	HRH2	histamine receptor H2
219161_s_at	1.06e-02	5.22e-03	5.400174	CKLF-CMTM1///CKLF	CKLF-CMTM1 readthrough///chemokine like factor
60528_at	1.06e-02	5.22e-03	5.4001639	PLA2G4B///JMJD7-PLA2G4B	phospholipase A2 group IVB///JMJD7-PLA2G4B readthrough
203769_s_at	1.06e-02	5.23e-03	5.399378	STS	steroid sulfatase (microsomal), isozyme S
209913_x_at	1.06e-02	5.23e-03	5.3991252	MIR4656///AP5Z1	microRNA 4656///adaptor related protein complex 5 zeta 1 subunit
204538_x_at	1.06e-02	5.23e-03	5.398569	NPIPA1	nuclear pore complex interacting protein family member A1
204177_s_at	1.06e-02	5.23e-03	5.3982219	KLHL20	kelch like family member 20
213669_at	1.06e-02	5.24e-03	5.3974205	FCHO1	FCH domain only 1
211901_s_at	1.06e-02	5.24e-03	5.3974104	PDE4A	phosphodiesterase 4A
212301_at	1.06e-02	5.24e-03	5.3973127	RTF1	RTF1 homolog, Paf1/RNA polymerase II complex component
204442_x_at	1.06e-02	5.24e-03	5.3970183	LTBP4	latent transforming growth factor beta binding protein 4
201457_x_at	1.06e-02	5.24e-03	5.3968831	BUB3	BUB3, mitotic checkpoint protein
221067_s_at	1.06e-02	5.24e-03	5.3968263	SPX	spexin hormone
212326_at	1.06e-02	5.24e-03	5.3964141	VPS13D	vacuolar protein sorting 13 homolog D
217000_at	1.06e-02	5.25e-03	5.3959377		
204473_s_at	1.06e-02	5.25e-03	5.3958006	ZNF592	zinc finger protein 592
214259_s_at	1.06e-02	5.25e-03	5.3956813	AKR7A2	aldo-keto reductase family 7 member A2
208780_x_at	1.06e-02	5.25e-03	5.3951141	VAPA	VAMP associated protein A
206101_at	1.06e-02	5.25e-03	5.3948839	ECM2	extracellular matrix protein 2
210101_x_at	1.06e-02	5.25e-03	5.3941236	SH3GLB1	SH3 domain containing GRB2 like endophilin B1
216899_s_at	1.06e-02	5.26e-03	5.3936345	SKAP2	src kinase associated phosphoprotein 2
206054_at	1.06e-02	5.26e-03	5.3936216	KNG1	kininogen 1
44669_at	1.06e-02	5.26e-03	5.3921278	SDHAF1	succinate dehydrogenase complex assembly factor 1
219999_at	1.06e-02	5.27e-03	5.391895	MAN2A2	mannosidase alpha class 2A member 2
213765_at	1.06e-02	5.27e-03	5.3918299	MFAP5	microfibrillar associated protein 5
208403_x_at	1.06e-02	5.27e-03	5.3913979	MAX	MYC associated factor X
215599_at	1.06e-02	5.27e-03	5.3912084	GUSBP9///GUSBP3	glucuronidase, beta pseudogene 9///glucuronidase, beta pseudogene 3
210422_x_at	1.06e-02	5.27e-03	5.390491	SLC11A1	solute carrier family 11 member 1
220161_s_at	1.06e-02	5.27e-03	5.3902622	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B
220323_at	1.06e-02	5.27e-03	5.3899951	CNTD2	cyclin N-terminal domain containing 2
219518_s_at	1.07e-02	5.28e-03	5.3890752	ELL3	elongation factor for RNA polymerase II 3
211016_x_at	1.07e-02	5.28e-03	5.3888162	HSPA4	heat shock protein family A (Hsp70) member 4
215245_x_at	1.07e-02	5.28e-03	5.3887154	FMR1	fragile X mental retardation 1
210822_at	1.07e-02	5.28e-03	5.38816	RPL13P5///LRRC23	ribosomal protein L13 pseudogene 5///leucine rich repeat containing 23
209306_s_at	1.07e-02	5.28e-03	5.3879772	SWAP70	SWAP switching B-cell complex 70kDa subunit
207270_x_at	1.07e-02	5.29e-03	5.3870458	CD300C	CD300c molecule
203421_at	1.07e-02	5.29e-03	5.3868461	TP53I11	tumor protein p53 inducible protein 11
211526_s_at	1.07e-02	5.29e-03	5.3863617	RTEL1-TNFRSF6B///RTEL1	RTEL1-TNFRSF6B readthrough (NMD candidate)///regulator of telomere elongation helicase 1
210137_s_at	1.07e-02	5.30e-03	5.385881	DCTD	dCMP deaminase
217017_at	1.07e-02	5.30e-03	5.3852876	OSBPL10	oxysterol binding protein like 10
219839_x_at	1.07e-02	5.30e-03	5.3852445	TCL6	T-cell leukemia/lymphoma 6 (non-protein coding)
215823_x_at	1.07e-02	5.30e-03	5.3850825	RLIM///PABPC1	ring finger protein, LIM domain interacting///poly(A) binding protein cytoplasmic 1
212621_at	1.07e-02	5.31e-03	5.383587	NEMP1	nuclear envelope integral membrane protein 1
203389_at	1.07e-02	5.31e-03	5.3823857	KIF3C	kinesin family member 3C
217106_x_at	1.07e-02	5.32e-03	5.3818468	DIMT1	DIM1 dimethyladenosine transferase 1 homolog
202878_s_at	1.07e-02	5.32e-03	5.3808537	CD93	CD93 molecule
212798_s_at	1.07e-02	5.33e-03	5.3789043	ANKMY2	ankyrin repeat and MYND domain containing 2
201971_s_at	1.07e-02	5.33e-03	5.3788112	ATP6V1A	ATPase H+ transporting V1 subunit A
209524_at	1.07e-02	5.33e-03	5.378541	HDGFRP3	hepatoma-derived growth factor, related protein 3
201402_at	1.07e-02	5.34e-03	5.3779442	GRK2	G protein-coupled receptor kinase 2
219270_at	1.08e-02	5.34e-03	5.3775827	CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1
208924_at	1.08e-02	5.34e-03	5.3761722	RNF11	ring finger protein 11
201302_at	1.08e-02	5.35e-03	5.3752345	ANXA4	annexin A4
209867_s_at	1.08e-02	5.35e-03	5.3744789	ADGRL3	adhesion G protein-coupled receptor L3
211123_at	1.08e-02	5.35e-03	5.3741056	SLC5A5	solute carrier family 5 member 5
221311_x_at	1.08e-02	5.36e-03	5.3739093	LYRM2	LYR motif containing 2
216906_at	1.08e-02	5.36e-03	5.3736938	ST14	suppression of tumorigenicity 14
220674_at	1.08e-02	5.36e-03	5.3723923	CD22	CD22 molecule
205055_at	1.08e-02	5.37e-03	5.371511	ITGAE	integrin subunit alpha E
219240_s_at	1.08e-02	5.37e-03	5.3710591	C10orf88	chromosome 10 open reading frame 88
210307_s_at	1.08e-02	5.37e-03	5.3709904	KLHL25	kelch like family member 25
209555_s_at	1.08e-02	5.37e-03	5.3704174	CD36	CD36 molecule
200778_s_at	1.08e-02	5.37e-03	5.3703406	SEPT2	septin 2
220865_s_at	1.08e-02	5.37e-03	5.3701505	PDSS1	prenyl (decaprenyl) diphosphate synthase, subunit 1
207946_at	1.08e-02	5.38e-03	5.3698537	MAML3	mastermind like transcriptional coactivator 3
208094_s_at	1.08e-02	5.38e-03	5.3696574	CCDC130	coiled-coil domain containing 130
205297_s_at	1.08e-02	5.38e-03	5.3689002	CD79B	CD79b molecule
221689_s_at	1.08e-02	5.38e-03	5.3684138	PIGP	phosphatidylinositol glycan anchor biosynthesis class P
203995_at	1.08e-02	5.39e-03	5.367782	C21orf2	chromosome 21 open reading frame 2
202520_s_at	1.08e-02	5.39e-03	5.3670311	MLH1	mutL homolog 1
218013_x_at	1.09e-02	5.40e-03	5.3657089	DCTN4	dynactin subunit 4
202295_s_at	1.09e-02	5.40e-03	5.365697	CTSH	cathepsin H
209061_at	1.09e-02	5.40e-03	5.3650842	NCOA3	nuclear receptor coactivator 3
213092_x_at	1.09e-02	5.41e-03	5.3639696	DNAJC9	DnaJ heat shock protein family (Hsp40) member C9
208837_at	1.09e-02	5.41e-03	5.3632711	TMED3	transmembrane p24 trafficking protein 3
219009_at	1.09e-02	5.41e-03	5.3626113	C14orf93	chromosome 14 open reading frame 93
209935_at	1.09e-02	5.42e-03	5.3617747	ATP2C1	ATPase secretory pathway Ca2+ transporting 1
221592_at	1.09e-02	5.42e-03	5.3616973	TBC1D8	TBC1 domain family member 8
206661_at	1.09e-02	5.42e-03	5.3616926	DBF4B	DBF4 zinc finger B
203747_at	1.09e-02	5.42e-03	5.3615997	AQP3	aquaporin 3 (Gill blood group)
207727_s_at	1.09e-02	5.42e-03	5.3607904	MUTYH	mutY DNA glycosylase
202005_at	1.09e-02	5.43e-03	5.3602483	ST14	suppression of tumorigenicity 14
222346_at	1.09e-02	5.43e-03	5.3601229	LAMA1	laminin subunit alpha 1
40560_at	1.09e-02	5.43e-03	5.3600125	TBX2	T-box 2
205373_at	1.09e-02	5.43e-03	5.3599158	CTNNA2	catenin alpha 2
211748_x_at	1.09e-02	5.43e-03	5.3597671	PTGDS	prostaglandin D2 synthase
204148_s_at	1.09e-02	5.43e-03	5.359023	POMZP3///ZP3	POM121 and ZP3 fusion///zona pellucida glycoprotein 3 (sperm receptor)
209413_at	1.09e-02	5.43e-03	5.3587471	B4GALT2	beta-1,4-galactosyltransferase 2
205808_at	1.09e-02	5.43e-03	5.3587339	ASPH	aspartate beta-hydroxylase
205735_s_at	1.09e-02	5.43e-03	5.3585531	AFF3	AF4/FMR2 family member 3
201548_s_at	1.09e-02	5.44e-03	5.3583581	KDM5B	lysine demethylase 5B
205734_s_at	1.09e-02	5.44e-03	5.3581899	AFF3	AF4/FMR2 family member 3
217205_at	1.09e-02	5.44e-03	5.357556	LOC100420758	poly(A) binding protein nuclear 1 pseudogene
212573_at	1.09e-02	5.45e-03	5.3560168	ENDOD1	endonuclease domain containing 1
211467_s_at	1.09e-02	5.45e-03	5.3559134	NFIB	nuclear factor I B
212073_at	1.09e-02	5.45e-03	5.3548916	CSNK2A1	casein kinase 2 alpha 1
213074_at	1.09e-02	5.45e-03	5.3547815	PHIP	pleckstrin homology domain interacting protein
201330_at	1.10e-02	5.46e-03	5.3534834	RARS	arginyl-tRNA synthetase
201728_s_at	1.10e-02	5.46e-03	5.3532699	KIAA0100	KIAA0100
219046_s_at	1.10e-02	5.46e-03	5.3530883	PKNOX2	PBX/knotted 1 homeobox 2
203359_s_at	1.10e-02	5.46e-03	5.3530748	GJA9-MYCBP///MYCBP	GJA9-MYCBP readthrough///MYC binding protein
217818_s_at	1.10e-02	5.47e-03	5.3513942	ARPC4	actin related protein 2/3 complex subunit 4
206293_at	1.10e-02	5.47e-03	5.3513495	SULT2A1	sulfotransferase family 2A member 1
217905_at	1.10e-02	5.47e-03	5.3509542	MCMBP	minichromosome maintenance complex binding protein
201581_at	1.10e-02	5.48e-03	5.3497712	TMX4	thioredoxin related transmembrane protein 4
201862_s_at	1.10e-02	5.48e-03	5.3497424	LRRFIP1	LRR binding FLII interacting protein 1
220843_s_at	1.10e-02	5.48e-03	5.3497301	DCAF13	DDB1 and CUL4 associated factor 13
209123_at	1.10e-02	5.48e-03	5.3495432	QDPR	quinoid dihydropteridine reductase
212192_at	1.10e-02	5.48e-03	5.3487732	KCTD12	potassium channel tetramerization domain containing 12
219208_at	1.10e-02	5.49e-03	5.3486912	FBXO11	F-box protein 11
35666_at	1.10e-02	5.49e-03	5.3471842	SEMA3F	semaphorin 3F
207673_at	1.10e-02	5.49e-03	5.3471139	NPHS1	NPHS1, nephrin
204057_at	1.10e-02	5.49e-03	5.3470671	IRF8	interferon regulatory factor 8
207483_s_at	1.10e-02	5.49e-03	5.346885	CAND1	cullin associated and neddylation dissociated 1
209509_s_at	1.10e-02	5.50e-03	5.3467645	DPAGT1	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
217625_x_at	1.10e-02	5.50e-03	5.3464059	LINC00963	long intergenic non-protein coding RNA 963
210098_s_at	1.10e-02	5.50e-03	5.3458365		
205478_at	1.10e-02	5.51e-03	5.3447219	PPP1R1A	protein phosphatase 1 regulatory inhibitor subunit 1A
218681_s_at	1.10e-02	5.51e-03	5.3436567	SDF2L1	stromal cell derived factor 2 like 1
203865_s_at	1.10e-02	5.51e-03	5.3431473	ADARB1	adenosine deaminase, RNA specific B1
208320_at	1.10e-02	5.51e-03	5.3430467	CABP1	calcium binding protein 1
218709_s_at	1.10e-02	5.51e-03	5.3430053	IFT52	intraflagellar transport 52
203044_at	1.10e-02	5.52e-03	5.3428269	CHSY1	chondroitin sulfate synthase 1
214082_at	1.10e-02	5.52e-03	5.3423329	CA5B	carbonic anhydrase 5B
207265_s_at	1.11e-02	5.52e-03	5.3412179	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3
218980_at	1.11e-02	5.53e-03	5.3401944	FHOD3	formin homology 2 domain containing 3
210947_s_at	1.11e-02	5.54e-03	5.3379938	MSH3	mutS homolog 3
218864_at	1.11e-02	5.54e-03	5.3378305	TNS1	tensin 1
219830_at	1.11e-02	5.54e-03	5.3376841	RAI1	retinoic acid induced 1
208851_s_at	1.11e-02	5.54e-03	5.3374603	THY1	Thy-1 cell surface antigen
219443_at	1.11e-02	5.54e-03	5.3373599	TASP1	taspase 1
217926_at	1.11e-02	5.55e-03	5.3370905	C19orf53	chromosome 19 open reading frame 53
221687_s_at	1.11e-02	5.55e-03	5.3370275	MVB12B	multivesicular body subunit 12B
203191_at	1.11e-02	5.55e-03	5.3367094	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)
203420_at	1.11e-02	5.55e-03	5.3362981	FAM8A1	family with sequence similarity 8 member A1
205140_at	1.11e-02	5.55e-03	5.3362018	FPGT	fucose-1-phosphate guanylyltransferase
200744_s_at	1.11e-02	5.55e-03	5.3360848	GNB1	G protein subunit beta 1
217888_s_at	1.11e-02	5.55e-03	5.335729	ARFGAP1	ADP ribosylation factor GTPase activating protein 1
210551_s_at	1.11e-02	5.55e-03	5.3355455	ASMT	acetylserotonin O-methyltransferase
212330_at	1.11e-02	5.55e-03	5.3354595	TFDP1	transcription factor Dp-1
208335_s_at	1.11e-02	5.56e-03	5.334517	ACKR1	atypical chemokine receptor 1 (Duffy blood group)
219783_at	1.11e-02	5.56e-03	5.3338552	SLC35F6	solute carrier family 35 member F6
201545_s_at	1.11e-02	5.56e-03	5.3335152	BCL2L2-PABPN1///PABPN1	BCL2L2-PABPN1 readthrough///poly(A) binding protein nuclear 1
204454_at	1.11e-02	5.57e-03	5.3333161	LDOC1	leucine zipper down-regulated in cancer 1
212264_s_at	1.11e-02	5.57e-03	5.3319768	WAPL	WAPL cohesin release factor
212216_at	1.11e-02	5.57e-03	5.3315645	PREPL	prolyl endopeptidase-like
